trackName,artistName,msPlayed
Dead Wrong (feat. Ty Dolla $ign),Trey Songz,2009
Good2me (Feat. PUNCHNELLO),offonoff,1994
Runway N,Death Grips,1986
Wrote My Way Out (Remix) [feat. Aloe Blacc],"Royce Da 5'9""",1982
Daddy's Lambo,Yelawolf,1978
Idekhn,SLURRTY,1978
Everywhere I Go,Hollywood Undead,1958
New Negro Spiritual,EARTHGANG,1950
Kno Ya Wrong,ScHoolboy Q,1950
BP,Summer Walker,1944
Hijo de Su Madre,Omar Apollo,1930
I'm a Player - Street Version,Too $hort,1927
Curse,Bass Santana,1908
Come Around,Hoodie Allen,1908
Saturn (feat. Kwabs),Nao,1901
Crabs In A Bucket,Vince Staples,1890
Multi-Love,Unknown Mortal Orchestra,1880
Hit Me With Your Best Shot,Pat Benatar,1880
Feedback,Kanye West,1865
Almeda,Solange,1860
Fences,Paramore,1857
crushcrushcrush,Paramore,1857
Popeye,Quelle Chris,1856
Worth My While (feat. Kali Uchis) - Radio Edit,Bootsy Collins,1854
Gold Digger,Kanye West,1850
As I Am,H.E.R.,1846
Call Out My Name,The Weeknd,1840
Fly Solo,Wiz Khalifa,1840
Lesbian (feat. Gunna & Young Thug),Metro Boomin,1835
When You Were Young,The Killers,1834
Lines of the Broken,DROELOE,1832
Black Boy Fly - Bonus Track,Kendrick Lamar,1822
Jenny,WALK THE MOON,1820
homeless door (Feat. Rad Museum),offonoff,1813
Tears Don't Fall,Bullet For My Valentine,1811
Disrespectful (feat. Mila J),Trey Songz,1802
More Than a Feeling,Boston,1787
Too Fast,Sonder,1783
Don't Go - Dusky Remix,Justin Martin,1780
Febreze (feat. 2 Chainz),Jack Ü,1779
Underwater (feat. Sir),EARTHGANG,1777
Peach,Kevin Abstract,1772
Hot,Avril Lavigne,1764
Operation Ground And Pound,DragonForce,1764
Nothing,Cooliecut,1762
Slime Belief,YoungBoy Never Broke Again,1756
Knock Knock Who There,Ambjaay,1752
APESHIT,The Carters,1740
SCENE 2,BROCKHAMPTON,1736
ENCINO,BROCKHAMPTON,1713
God Only Knows - Remastered,The Beach Boys,1705
Talk Yo Shit,Summer Walker,1703
FRIENDS,Marshmello,1700
Slow Down,The Academy Is...,1695
Take The Power Back,Rage Against The Machine,1692
Needed You - StayLoose Remix,ILLENIUM,1691
BOYS,BROCKHAMPTON,1691
DJ Smooth Skit,B.o.B,1680
A Hard Rain's A Gonna Fall,Edie Brickell & New Bohemians,1678
I Got 5 On It,Luniz,1667
Frequency Change,JID,1664
Goodbyes,Jorja Smith,1663
Black Widow,Iggy Azalea,1656
Forever,LeRoyce,1648
Smells Like Teen Spirit,Nirvana,1646
Everyday,Logic,1636
Jet Black (feat. Brandy),Anderson .Paak,1626
Dirty Little Secret,The All-American Rejects,1625
Lump,The Presidents Of The United States Of America,1625
Liquor Sto',EARTHGANG,1622
Uprising,Muse,1618
Now You Know,Ab-Soul,1616
Lose My Mind (feat. Mr Gabriel),Jai Wolf,1607
Demons,Joji,1602
Baby Boy,Childish Gambino,1601
Atlantis,Pallbearer,1584
"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,1580
Oh Yeah (feat. HiDoraah),Young Thug,1574
Runaway,Kanye West,1573
Find Yourself,Great Good Fine Ok,1569
Under Ground Kings,Drake,1558
Muddy Water,King Gizzard & The Lizard Wizard,1555
Yeh,Quality Control,1552
Too Much,Carly Rae Jepsen,1550
Good Feeling,Flo Rida,1547
Numb,Sabrina Claudio,1543
Original Uzi (4 of Us),Lil Uzi Vert,1540
Up,Sing Street,1538
Basement Jack,Steve Lacy,1535
Masturpeace,EARTHGANG,1534
Way Away,Yellowcard,1532
Drinkee,Sofi Tukker,1527
Good Vibes,Chris Janson,1520
Diamonds,EARTHGANG,1520
Almost Easy,Avenged Sevenfold,1509
Slow Ride - 45 Version,Foghat,1509
Pondjo Pondjo,Jupiter & Okwess,1501
Hazey - Stripped,Glass Animals,1501
FOR MY PEOPLE,Joey Bada$$,1490
Tourist (feat. Travis Scott & Lil Wayne),DJ Khaled,1484
Congratulations,Post Malone,1483
The Way (feat. Chance the Rapper),Kehlani,1480
Body Language,Jesse McCartney,1480
No Sleep Till Brooklyn,Beastie Boys,1462
Little Talks,Of Monsters and Men,1462
For the World,The Internet,1452
UCLA - Instrumental,RL Grime,1451
Girls & Boys,Good Charlotte,1439
La La Land (feat. YG),Bryce Vine,1438
Big Shot (with Travis Scott),Kendrick Lamar,1435
Exactly How I Feel (feat. Gucci Mane),Lizzo,1427
It's Not Living (If It's Not With You),The 1975,1420
I Hate Everything About You,Three Days Grace,1416
I Just Called To Say I Love You,Stevie Wonder,1412
Lite Weight (feat. The Free Nationals United Fellowship Choir),Anderson .Paak,1412
Lil Jimmy Skit,Kanye West,1395
You Are So Beautiful,Escape the Fate,1393
I Don’t Even Know Why Though (Qrion Remix),Alina Baraz,1384
Knock Tha Hustle - Remix,Cozz,1375
Real,Kendrick Lamar,1374
Sabotage,Beastie Boys,1369
Facts,Ambjaay,1361
Gangsta,ScHoolboy Q,1360
I Don't,Sabrina Claudio,1360
Come See About Me,Nicki Minaj,1351
Animal I Have Become,Three Days Grace,1346
The Kill,Thirty Seconds To Mars,1346
Right Words Wrong Time,Carly Rae Jepsen,1330
La Di Da,The Internet,1325
Hero Of War,Rise Against,1323
Love Drunk,Boys Like Girls,1323
"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky,1300
Wish You Were Here,Avril Lavigne,1300
3's & 7's,Queens of the Stone Age,1300
Heavy Camp (feat. Travis Scott),Blac Youngsta,1297
Lady Nectarine,EARTHGANG,1290
Here We Go,Bassnectar,1280
Cult of Personality,Living Colour,1277
Pyramids,Frank Ocean,1277
What in XXXTarnation,XXXTENTACION,1277
Best Friend,Rex Orange County,1271
Session 32,Summer Walker,1270
Cocktail,EARTHGANG,1260
Polyamorous,Breaking Benjamin,1253
The Great Escape,Boys Like Girls,1253
Fall,Ed Sheeran,1231
Savior,Rise Against,1230
Fortunate Son,Creedence Clearwater Revival,1230
God's a Girl?,Ab-Soul,1222
Cool,Jonas Brothers,1221
The Recipe (Black Hippy Remix) - Bonus Track,Kendrick Lamar,1221
Emani Interlude,Trippie Redd,1217
Trojans,Atlas Genius,1208
Kids in America,The Muffs,1207
NIght Lies,Bang Camaro,1207
Global,Lil Baby,1207
Nothing but the Best (feat. Ari Lennox),EARTHGANG,1185
One (Remastered),Metallica,1184
I Don't Wanna Love You Anymore,LANY,1178
Bootzilla,Bootsy Collins,1175
2 Flights,MadeinTYO,1175
Innermission,Logic,1174
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1170
What About Us - Cash Cash Remix,P!nk,1165
Mercy.1,Kanye West,1163
Buried a Lie,Senses Fail,1160
Finer Things,Polo G,1156
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) - Martin Jensen Remix",Rita Ora,1152
Neck And Neck - DNMO Remix,Zeds Dead,1151
Happier,Marshmello,1150
Jersey,Future,1147
How Low,Ludacris,1147
Murda (feat. Pusha T),Kid Ink,1143
Sweet Life,Frank Ocean,1138
21 Guns,Green Day,1137
the light is coming (feat. Nicki Minaj),Ariana Grande,1134
Cheap Shot,Ella Mai,1130
You Know (feat. Allan Kingdom & Raekwon),Flume,1128
Plain Clothes,Mick Jenkins,1117
Last Day Of Skool (Skit),A$AP Mob,1108
Standing On Ferraris (feat. Diddy),The Game,1108
Alone,Yo Trane,1101
Stop Cappin,Blueface,1098
This Feeling,The Chainsmokers,1095
Headstrong,Trapt,1091
Black Magic Woman / Gypsy Queen,Santana,1091
Wednesday Night Interlude,Drake,1055
Move Along,The All-American Rejects,1044
Rain Dance (Phase 1 Intro),The Underachievers,1044
I'm Upset,Drake,1042
My Way (ft. Alice Berg),Nicky Romero,1041
Black Sheep Nirvana,Sean Leon,1036
Prescription/Oxymoron,ScHoolboy Q,1032
Dancing With Our Hands Tied,Taylor Swift,1031
Voices,Saosin,1021
Come Here,Sabrina Claudio,1020
Basement,DJ Mamba,1011
If Only,Raveena,1010
